pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
7.52,1.57,0.56,6.5,50,TRUE
6.7,2.93,0.91,7.11,25,TRUE
6.83,1.52,0.85,7.29,0,TRUE
8.05,1.04,0.52,7.85,25,TRUE
7.83,1.84,0.78,6.85,0,FALSE
7.5,2.13,0.64,7.33,50,TRUE
8.25,2.43,0.94,6.94,0,TRUE
8.4,1.52,0.67,6.89,0,TRUE
7.5,4.87,0.9,7.6,50,TRUE
6.76,3.46,0.61,7.16,25,TRUE
7.13,1.83,0.89,6.69,0,TRUE
8.03,4.19,0.82,6.56,0,TRUE
8.36,3.2,0.68,7.2,0,TRUE
8.43,3.56,0.82,6.74,0,TRUE
7.9,3.35,0.51,6.79,50,TRUE
7.43,4.75,0.8,7.09,0,TRUE
8.23,4.04,0.62,6.76,50,TRUE
11.07,1.58,0.61,6.84,25,FALSE
8.13,2.98,0.74,7.5,50,TRUE
7.37,3.98,0.92,7.78,50,TRUE
6.21,3.37,0.79,7.13,25,TRUE
6.87,2.91,0.73,7.65,25,TRUE
7.88,3.14,0.65,6.86,50,TRUE
8.12,3.54,0.77,7.75,0,TRUE
7.09,1.86,0.89,7.46,50,TRUE
7.13,3.1,0.86,7.66,50,TRUE
6.6,1.2,0.68,6.77,25,TRUE
7.83,1.86,0.55,7.45,25,TRUE
6.6,1.84,0.82,7.63,25,TRUE
8.18,3.02,0.89,7.76,0,TRUE
7.79,12.52,0.59,6.51,25,FALSE
6.72,3.01,0.61,6.92,0,TRUE
7.77,2.68,0.97,7.35,25,TRUE
7.51,2.26,0.52,6.73,0,TRUE
8.12,4.85,0.51,7.52,0,TRUE
7.74,1.48,0.6,7.15,0,TRUE
7.41,3.57,0.7,7.09,0,TRUE
7.57,2.59,0.82,7.35,50,TRUE
7.56,3.5,0.82,6.6,50,TRUE
7.11,3.3,0.99,6.91,50,TRUE
7.07,1.5,0.83,6.78,0,TRUE
8.09,1.75,0.57,7.65,50,TRUE
8.3,1.2,0.69,7.82,0,TRUE
7.51,1.88,0.73,6.73,50,FALSE
8.42,3.5,0.57,6.6,0,TRUE
8.24,3.4,0.68,7.19,0,TRUE
7.65,3.26,0.94,7.31,50,TRUE
6.76,1.66,0.56,7.11,25,TRUE
7.29,1.04,0.51,7.9,25,TRUE
8.78,1.12,0.89,6.93,50,TRUE
8.43,4.11,0.84,7.89,0,TRUE
7.6,3.72,0.93,7.37,50,TRUE
7.15,3.09,0.5,7.95,25,TRUE
6.8,4.51,0.59,7.44,25,TRUE
6.22,3.28,0.66,7.83,25,TRUE
6.92,3.94,0.79,6.52,25,TRUE
6.88,4.58,4.42,7.64,0,FALSE
6.8,3.32,0.79,7.37,25,TRUE
6.99,2.09,0.8,6.6,50,TRUE
7.17,2.89,0.78,6.79,25,TRUE
8.24,4.8,0.53,6.66,0,TRUE
6.8,4.4,0.67,7.12,25,TRUE
7.99,2.67,0.99,6.68,0,TRUE
7.12,1.01,0.86,7.73,50,TRUE
6.65,1.82,0.63,7.91,25,TRUE
7.38,3.27,0.85,7.97,25,TRUE
7.2,4.22,0.82,7.39,50,TRUE
6.78,2.35,0.88,6.98,25,TRUE
8.5,1.85,0.76,7.69,0,TRUE
7.47,8.52,0.78,7.56,50,FALSE
7.57,1.84,0.85,7.58,50,TRUE
7.26,3.87,0.81,7.5,25,TRUE
7.61,3.38,0.62,7.05,50,TRUE
7.45,2.36,0.73,6.94,0,TRUE
7.95,3.39,0.96,8.0,25,TRUE
7.38,1.21,0.65,6.64,0,TRUE
7.01,1.41,0.64,7.93,25,TRUE
6.35,4.73,0.63,6.74,25,TRUE
6.66,1.91,0.96,7.04,25,TRUE
7.8,4.36,0.88,7.74,0,TRUE
8.35,3.29,0.77,7.72,50,TRUE
8.3,3.78,0.51,7.78,0,TRUE
6.87,2.99,0.74,10.31,25,FALSE
6.62,3.28,0.55,7.9,25,TRUE
7.12,2.72,0.58,7.53,25,TRUE
8.18,1.98,0.95,7.86,50,TRUE
6.41,1.62,0.88,6.57,25,TRUE
7.88,2.95,0.97,6.97,0,TRUE
8.11,4.1,0.67,6.94,50,TRUE
6.33,4.12,0.55,6.8,25,TRUE
6.77,1.8,0.85,7.46,0,TRUE
7.36,4.74,0.96,6.74,25,TRUE
7.1,4.61,0.76,7.61,25,TRUE
8.06,1.94,0.66,7.9,50,TRUE
7.0,4.29,0.93,7.02,0,TRUE
7.68,19.63,0.99,6.78,25,FALSE
7.3,3.68,0.81,6.91,0,TRUE
7.12,3.43,0.71,6.68,50,TRUE
8.0,3.68,0.56,7.11,25,TRUE
8.31,2.47,0.72,6.53,0,TRUE
7.16,1.06,0.59,7.47,25,TRUE
8.33,4.43,0.54,7.81,50,TRUE
8.26,3.34,0.77,7.75,50,TRUE
7.19,3.87,0.87,6.64,50,TRUE
7.63,4.5,0.59,7.37,0,TRUE
7.89,2.73,0.64,6.6,50,TRUE
7.89,3.86,0.99,6.61,50,TRUE
8.3,2.03,0.9,7.81,50,TRUE
7.98,1.84,17.78,7.03,0,FALSE
6.73,3.15,0.73,7.81,25,TRUE
8.42,1.3,0.54,6.72,0,TRUE
6.66,2.61,0.63,6.79,0,TRUE
8.81,4.29,0.6,6.98,50,TRUE
8.51,2.43,0.58,6.76,50,TRUE
7.78,2.38,0.61,7.34,0,TRUE
7.02,1.52,0.54,7.06,0,TRUE
7.98,1.6,0.58,7.3,0,TRUE
6.62,3.63,0.89,7.73,0,TRUE
8.48,2.44,0.58,7.4,0,TRUE
6.93,1.85,0.6,7.31,25,TRUE
7.76,3.56,0.91,6.68,0,TRUE
6.87,2.91,8.12,6.99,25,FALSE
7.62,1.82,0.87,7.64,25,TRUE
8.19,1.46,0.98,6.88,0,TRUE
7.93,1.89,0.73,7.19,0,TRUE
8.04,2.5,0.99,7.71,50,TRUE
7.21,1.01,0.76,6.89,50,TRUE
8.47,4.54,0.89,7.22,0,TRUE
6.78,1.45,0.55,7.33,0,TRUE
8.1,2.36,0.6,8.0,50,TRUE
8.01,2.29,0.53,7.59,25,TRUE
7.78,3.33,0.57,7.46,25,TRUE
7.56,3.56,0.81,7.62,0,TRUE
8.19,1.61,0.79,7.36,50,TRUE
7.66,2.17,4.87,7.38,50,FALSE
8.16,3.09,0.62,8.0,0,TRUE
7.93,2.69,0.62,7.01,50,TRUE
7.18,3.54,0.66,6.86,0,TRUE
6.61,2.73,0.79,7.58,0,TRUE
7.87,3.51,0.98,7.32,25,TRUE
7.41,1.0,0.72,6.78,25,TRUE
8.76,3.83,0.82,7.16,50,TRUE
8.32,4.88,0.95,7.52,0,TRUE
7.86,3.42,0.53,6.77,25,TRUE
7.84,4.68,0.89,6.62,0,TRUE
6.64,2.14,0.88,7.5,25,TRUE
8.02,2.83,0.94,7.46,25,TRUE
7.76,3.75,5.71,7.01,25,FALSE
7.9,2.31,0.94,7.99,50,TRUE
6.64,3.03,0.6,7.13,25,TRUE
6.69,2.15,0.98,7.78,0,TRUE
7.77,3.09,0.6,7.67,0,TRUE
6.78,2.69,0.7,7.79,0,TRUE
6.48,2.28,0.53,7.86,25,TRUE
7.79,2.55,0.93,7.92,50,TRUE
7.53,4.46,0.66,7.39,50,TRUE
6.11,4.5,0.55,7.89,25,TRUE
6.18,1.45,1.0,6.51,25,TRUE
7.49,3.9,0.92,7.9,0,TRUE
8.25,1.78,0.62,7.81,0,TRUE
7.99,2.69,12.09,6.95,25,FALSE
6.61,1.51,0.6,7.6,25,TRUE
7.11,4.39,0.82,7.07,0,TRUE
7.95,3.92,0.83,7.16,25,TRUE
6.43,4.22,0.72,7.08,25,TRUE
6.89,3.39,0.56,7.75,25,TRUE
7.64,1.79,0.75,7.69,0,TRUE
7.64,2.85,0.88,7.5,0,TRUE
6.41,1.52,0.83,7.75,25,TRUE
8.54,1.37,0.97,7.52,50,TRUE
6.99,4.29,0.65,6.7,0,TRUE
7.94,4.51,0.76,7.13,50,TRUE
7.2,1.5,0.55,7.64,25,TRUE
7.67,2.0,0.69,6.74,0,FALSE
6.35,2.13,0.88,7.23,25,TRUE
6.58,2.55,0.6,7.36,0,TRUE
7.67,4.92,0.97,7.05,0,TRUE
6.8,1.13,0.63,7.37,25,TRUE
8.26,2.97,0.81,6.97,0,TRUE
6.95,2.45,0.59,7.08,0,TRUE
7.0,2.53,0.63,7.77,25,TRUE
8.8,3.39,0.86,7.19,50,TRUE
7.3,2.86,0.74,7.42,50,TRUE
7.38,2.98,0.96,7.74,50,TRUE
8.94,4.63,0.92,7.15,50,TRUE
6.45,2.5,1.0,6.95,25,TRUE
7.24,4.33,0.93,18.76,25,FALSE
7.17,2.34,0.57,7.4,25,TRUE
8.48,4.51,0.79,7.62,0,TRUE
7.03,2.55,0.64,6.81,25,TRUE
6.36,4.67,0.79,6.63,25,TRUE
6.44,3.23,0.82,6.93,25,TRUE
7.3,2.38,0.93,7.11,0,TRUE
7.53,2.27,0.87,7.19,0,TRUE
8.28,2.72,0.67,7.27,50,TRUE
7.87,1.39,0.98,7.94,25,TRUE
7.56,3.94,0.54,7.8,50,TRUE
6.51,4.59,0.94,6.71,0,TRUE
7.48,3.78,0.81,6.61,25,TRUE
12.54,3.9,0.6,7.43,0,FALSE
7.2,3.41,0.64,7.88,25,TRUE
7.62,3.23,0.59,7.22,50,TRUE
8.76,3.51,0.82,6.88,50,TRUE
7.32,1.84,0.5,7.95,25,TRUE
6.51,3.93,0.72,7.7,25,TRUE
7.92,2.27,0.62,7.81,50,TRUE
8.77,1.43,0.95,6.74,50,TRUE
7.21,3.99,0.88,7.79,50,TRUE
6.84,2.36,0.81,7.14,25,TRUE
7.25,1.9,0.5,7.5,0,TRUE
6.18,1.36,0.94,7.9,25,TRUE
7.86,2.64,0.75,7.04,25,TRUE
9.63,2.9,0.66,7.59,50,FALSE
7.28,2.31,0.55,6.78,50,TRUE
7.9,4.23,0.94,7.96,50,TRUE
7.41,1.66,0.8,6.75,50,TRUE
8.23,2.04,0.79,7.88,50,TRUE
6.56,3.64,0.87,7.14,25,TRUE
7.39,2.29,0.89,6.67,25,TRUE
8.62,4.47,0.56,7.41,50,TRUE
8.31,3.92,0.97,6.69,0,TRUE
6.64,1.14,0.86,6.97,25,TRUE
7.86,2.1,0.57,7.58,0,TRUE
8.36,3.17,0.77,7.82,50,TRUE
7.64,3.0,0.51,7.68,50,TRUE
6.87,16.03,0.7,6.58,50,FALSE
7.67,1.05,0.99,7.02,50,TRUE
8.02,3.9,0.84,7.53,25,TRUE
7.81,2.9,0.63,7.85,25,TRUE
7.72,3.38,0.8,7.88,0,TRUE
6.44,3.83,0.67,8.0,25,TRUE
7.45,2.78,0.56,6.71,0,TRUE
7.76,4.25,0.99,7.99,0,TRUE
8.26,3.53,0.66,7.59,0,TRUE
6.37,3.96,0.68,7.54,25,TRUE
8.43,3.05,0.69,7.68,0,TRUE
8.47,4.35,0.51,7.73,50,TRUE
7.99,4.95,0.52,7.02,25,TRUE
6.81,4.67,0.77,13.11,50,FALSE
8.0,1.18,0.58,7.93,0,TRUE
6.88,2.91,0.83,6.61,0,TRUE
6.48,3.15,0.68,7.65,25,TRUE
8.25,4.75,0.99,6.97,50,TRUE
6.77,3.96,0.88,7.98,0,TRUE
8.04,1.43,0.92,7.79,0,TRUE
7.16,1.82,0.93,7.03,0,TRUE
6.9,4.83,0.89,7.99,25,TRUE
7.3,3.45,0.98,6.56,50,TRUE
7.75,4.69,0.83,6.97,25,TRUE
6.24,4.93,0.86,7.56,25,TRUE
7.12,1.85,0.74,6.95,0,TRUE
7.32,3.23,0.58,17.59,25,FALSE
6.63,3.43,0.8,6.84,0,TRUE
7.67,3.0,0.7,7.23,50,TRUE
7.42,3.87,0.83,6.67,0,TRUE
7.62,2.12,0.69,7.7,25,TRUE
6.64,1.45,0.59,7.11,0,TRUE
7.9,2.93,0.58,7.14,0,TRUE
8.25,2.2,0.99,7.92,50,TRUE
7.56,4.25,0.84,7.92,50,TRUE
7.16,2.07,0.56,7.93,0,TRUE
8.34,3.42,0.92,7.36,0,TRUE
8.28,3.4,0.52,6.76,0,TRUE
7.12,1.92,0.84,7.35,0,TRUE
6.73,3.77,0.79,6.82,0,FALSE
7.15,3.57,0.64,7.52,25,TRUE
7.87,2.56,0.91,7.4,50,TRUE
8.83,4.17,0.87,6.97,50,TRUE
7.62,2.76,0.64,7.53,0,TRUE
7.01,4.46,0.78,7.49,25,TRUE
7.16,4.51,0.75,6.59,50,TRUE
7.36,2.73,0.76,6.64,50,TRUE
6.94,4.59,0.6,7.4,25,TRUE
7.82,2.49,0.52,7.32,0,TRUE
7.99,3.5,0.81,7.08,25,TRUE
8.42,2.34,0.68,7.59,0,TRUE
7.47,4.16,0.65,7.02,25,TRUE
7.01,2.2,0.59,15.35,0,FALSE
8.63,3.79,0.69,6.95,50,TRUE
8.09,2.56,0.93,6.66,25,TRUE
6.62,4.79,0.78,7.38,25,TRUE
7.98,4.38,0.63,7.2,50,TRUE
6.21,4.94,0.61,7.34,25,TRUE
6.98,4.51,0.77,6.7,25,TRUE
6.99,3.72,0.64,7.32,0,TRUE
7.15,4.48,0.95,6.63,0,TRUE
8.8,1.13,0.66,6.73,50,TRUE
7.0,1.68,0.74,7.77,0,TRUE
8.07,1.05,0.83,7.03,0,TRUE
7.06,1.21,0.92,7.88,50,TRUE
7.74,8.99,0.61,7.0,25,FALSE
8.01,4.56,0.59,7.08,25,TRUE
7.41,1.02,0.54,7.84,50,TRUE
7.97,3.08,0.75,6.63,25,TRUE
7.82,4.66,0.8,7.44,50,TRUE
7.87,2.89,0.66,6.78,25,TRUE
6.76,1.74,0.97,6.9,0,TRUE
7.02,3.11,0.65,6.79,25,TRUE
7.82,2.19,0.8,7.75,25,TRUE
8.9,1.62,0.65,7.82,50,TRUE
8.9,2.28,0.7,7.39,50,TRUE
7.74,4.31,0.7,7.49,0,TRUE
7.88,4.76,0.98,7.11,50,TRUE
6.76,4.27,5.26,6.74,50,FALSE
7.87,2.79,0.69,7.0,0,TRUE
7.96,2.59,0.91,7.6,50,TRUE
7.22,3.33,0.5,6.85,25,TRUE
8.47,1.53,0.93,7.67,50,TRUE
6.33,2.44,0.82,7.29,25,TRUE
8.37,3.98,0.68,6.79,50,TRUE
7.28,1.58,0.56,7.49,50,TRUE
7.7,4.44,0.95,7.25,25,TRUE
8.61,3.52,0.61,6.88,50,TRUE
8.82,2.08,0.77,6.98,50,TRUE
6.98,2.07,0.76,6.91,50,TRUE
8.77,3.63,0.76,6.7,50,TRUE
6.77,1.95,0.67,10.3,0,FALSE
8.66,3.64,0.74,7.83,50,TRUE
7.96,4.97,1.0,7.25,25,TRUE
7.06,3.24,0.9,7.04,0,TRUE
6.45,2.03,0.54,6.5,25,TRUE
7.97,2.02,0.92,7.21,0,TRUE
8.1,2.0,0.98,7.09,25,TRUE
6.46,3.25,0.62,7.44,25,TRUE
8.89,2.87,0.61,7.33,50,TRUE
7.41,2.39,0.52,7.86,50,TRUE
8.06,2.26,0.67,6.64,0,TRUE
7.5,1.68,0.58,6.96,50,TRUE
6.98,3.28,0.76,7.69,25,TRUE
7.67,4.58,0.54,7.84,50,FALSE
7.83,4.47,0.64,6.85,25,TRUE
6.74,4.23,0.85,7.24,25,TRUE
6.91,4.18,0.74,7.44,0,TRUE
8.02,2.73,0.84,6.69,25,TRUE
7.39,4.07,0.7,7.91,0,TRUE
6.21,2.68,0.83,6.97,25,TRUE
7.15,2.29,0.72,7.46,25,TRUE
8.28,1.6,0.83,7.38,50,TRUE
7.35,3.21,0.75,7.5,0,TRUE
6.94,1.86,0.72,6.54,25,TRUE
7.18,4.6,0.7,7.96,25,TRUE
8.1,4.41,0.85,7.06,0,TRUE
7.3,4.41,0.74,6.74,0,FALSE
7.05,2.66,0.96,6.61,50,TRUE
7.63,3.62,0.78,7.99,25,TRUE
7.08,2.38,0.87,6.53,50,TRUE
8.07,1.03,0.81,6.61,25,TRUE
7.33,2.25,0.77,7.76,50,TRUE
7.42,4.34,0.87,6.61,0,TRUE
7.3,1.7,0.87,7.73,25,TRUE
7.86,2.03,0.53,7.78,50,TRUE
7.63,1.1,0.56,7.17,50,TRUE
8.73,2.38,0.72,7.79,50,TRUE
8.18,4.79,0.57,6.83,50,TRUE
6.57,3.5,0.78,7.97,25,TRUE
7.41,4.31,0.55,9.71,0,FALSE
6.32,3.88,0.52,6.58,25,TRUE
8.83,1.39,0.59,6.72,50,TRUE
7.72,4.21,0.98,6.54,0,TRUE
7.1,4.56,0.58,7.18,0,TRUE
6.84,4.51,0.52,7.2,25,TRUE
6.79,2.21,0.87,6.91,25,TRUE
6.82,1.42,0.8,7.65,0,TRUE
7.07,4.78,0.53,6.86,50,TRUE
7.85,1.27,0.78,7.26,0,TRUE
6.65,3.44,0.7,6.75,25,TRUE
7.34,3.28,0.95,7.6,50,TRUE
8.29,1.96,0.87,7.12,0,TRUE
12.08,1.44,0.69,7.27,0,FALSE
7.48,1.4,0.58,7.37,50,TRUE
8.83,2.92,0.52,7.59,50,TRUE
6.68,2.98,0.62,7.84,0,TRUE
7.24,4.9,0.52,7.4,25,TRUE
7.85,4.76,0.52,7.08,25,TRUE
8.36,1.78,0.63,7.56,0,TRUE
6.52,4.57,0.87,7.71,25,TRUE
8.55,2.97,1.0,7.24,50,TRUE
6.4,3.3,0.99,7.86,25,TRUE
8.17,2.87,0.66,7.95,0,TRUE
7.64,4.84,0.93,7.69,25,TRUE
6.53,3.81,0.69,6.72,25,TRUE
6.51,2.63,0.52,15.15,0,FALSE
7.8,2.87,0.56,7.89,25,TRUE
7.17,1.65,0.88,7.84,0,TRUE
7.16,4.56,0.82,7.66,25,TRUE
7.83,4.62,0.52,6.76,25,TRUE
7.72,2.42,0.54,7.59,25,TRUE
8.25,3.78,0.76,7.02,50,TRUE
6.61,3.98,0.58,7.32,0,TRUE
6.33,1.95,0.87,7.95,25,TRUE
8.35,1.81,0.75,6.6,50,TRUE
8.18,4.95,0.88,7.37,50,TRUE
7.43,2.22,0.58,7.59,25,TRUE
7.21,2.87,0.95,7.79,50,TRUE
12.43,2.38,0.86,7.43,25,FALSE
6.77,4.62,0.54,8.0,0,TRUE
6.53,4.91,0.89,7.56,0,TRUE
7.59,1.59,0.58,6.52,0,TRUE
7.25,2.94,0.68,7.78,25,TRUE
6.56,1.77,0.5,6.71,25,TRUE
6.65,4.97,0.73,6.69,25,TRUE
7.71,4.83,0.51,6.82,25,TRUE
6.99,3.32,0.56,6.61,25,TRUE
8.5,2.12,0.89,6.56,50,TRUE
7.09,3.23,0.57,7.03,25,TRUE
8.28,3.6,0.55,7.03,0,TRUE
8.05,2.66,0.62,6.52,25,TRUE
6.53,2.32,19.5,7.75,0,FALSE
8.05,2.82,0.53,7.25,0,TRUE
7.78,2.9,0.78,7.17,25,TRUE
7.26,1.06,0.97,6.52,25,TRUE
7.91,2.33,0.52,7.04,25,TRUE
6.85,2.1,0.99,7.16,0,TRUE
7.44,2.74,0.81,7.57,50,TRUE
8.2,1.51,0.55,6.57,50,TRUE
7.47,4.21,0.65,6.7,50,TRUE
7.84,4.23,0.75,6.7,50,TRUE
7.88,4.12,0.67,7.11,0,TRUE
6.99,4.83,0.61,7.32,0,TRUE
7.61,2.45,0.56,6.72,50,TRUE
6.83,16.86,0.77,6.96,0,FALSE
6.28,3.92,0.63,7.81,25,TRUE
7.15,1.61,0.81,6.59,50,TRUE
8.29,4.12,0.89,7.78,0,TRUE
7.11,4.3,0.69,7.45,25,TRUE
6.49,3.94,0.66,7.1,25,TRUE
8.07,1.29,0.53,7.01,50,TRUE
7.74,4.26,0.78,7.07,0,TRUE
7.78,3.86,0.66,7.8,25,TRUE
6.57,2.37,0.71,7.51,25,TRUE
8.49,3.02,0.68,7.23,0,TRUE
7.59,1.28,0.82,7.49,50,TRUE
6.82,1.53,0.69,7.51,0,TRUE
6.63,1.14,0.82,19.94,50,FALSE
7.92,1.1,0.75,7.75,50,TRUE
8.23,1.27,0.83,7.21,0,TRUE
8.77,1.7,0.76,7.98,50,TRUE
8.07,1.97,0.55,7.62,25,TRUE
7.1,2.87,0.7,7.69,50,TRUE
7.31,3.07,0.8,7.71,0,TRUE
6.65,1.29,0.59,7.68,25,TRUE
8.56,4.21,0.8,6.97,50,TRUE
6.54,4.88,0.69,6.86,0,TRUE
6.47,3.16,0.59,6.54,25,TRUE
8.06,3.43,1.0,7.46,0,TRUE
7.57,4.77,0.9,7.54,0,TRUE
6.99,3.52,0.6,12.54,0,FALSE
7.64,4.91,0.6,8.0,50,TRUE
7.33,1.28,0.74,7.91,0,TRUE
7.12,2.69,0.87,6.83,25,TRUE
7.93,2.88,0.88,6.61,0,TRUE
7.8,3.72,0.51,6.59,50,TRUE
7.19,1.98,0.68,6.76,25,TRUE
6.87,1.72,0.72,7.46,0,TRUE
8.92,3.92,0.75,6.94,50,TRUE
8.77,2.63,0.91,7.17,50,TRUE
6.3,4.56,0.9,7.22,25,TRUE
6.97,1.57,0.83,7.94,25,TRUE
7.45,3.0,0.94,7.39,0,TRUE
7.12,1.67,0.51,7.09,0,FALSE
7.66,4.1,0.61,7.01,25,TRUE
6.44,1.59,1.0,6.5,25,TRUE
7.01,3.06,0.87,7.58,25,TRUE
8.25,1.15,0.97,7.27,50,TRUE
7.18,1.2,0.56,7.13,0,TRUE
8.44,2.66,0.57,6.91,0,TRUE
7.25,3.73,0.82,7.15,50,TRUE
7.06,3.68,0.62,7.17,50,TRUE
8.54,3.57,0.89,7.02,50,TRUE
6.58,1.02,0.68,7.81,25,TRUE
7.08,1.54,0.6,7.59,50,TRUE
7.58,4.03,0.58,6.78,0,TRUE
7.62,4.64,0.63,9.01,25,FALSE
8.62,3.15,0.77,7.39,50,TRUE
7.01,2.77,0.62,6.82,50,TRUE
7.4,4.76,0.68,7.15,25,TRUE
7.27,2.32,0.78,7.24,0,TRUE
8.16,4.95,0.86,7.88,50,TRUE
8.6,1.38,0.87,7.31,50,TRUE
7.13,4.14,0.53,6.5,25,TRUE
6.97,1.64,0.81,7.75,0,TRUE
7.38,3.86,0.63,7.54,25,TRUE
8.07,3.96,0.97,7.21,0,TRUE
7.91,1.65,0.74,7.77,0,TRUE
8.53,3.16,0.81,7.76,50,TRUE
6.93,3.02,13.53,6.75,25,FALSE
7.64,3.57,0.73,7.61,25,TRUE
8.76,2.6,0.56,6.76,50,TRUE
8.09,2.16,0.66,7.15,50,TRUE
7.45,2.28,0.73,7.79,25,TRUE
6.33,3.4,0.89,6.93,25,TRUE
6.17,2.4,0.72,7.36,25,TRUE
8.53,3.14,0.55,7.38,50,TRUE
7.02,3.05,0.69,6.53,0,TRUE
7.3,3.53,0.74,6.7,0,TRUE
7.7,4.69,0.54,6.57,0,TRUE
7.37,3.98,0.87,6.68,0,TRUE
7.51,1.96,0.65,6.97,0,TRUE
12.38,4.21,0.69,6.74,25,FALSE
7.82,1.64,0.72,7.05,50,TRUE
7.25,1.98,0.51,7.41,50,TRUE
8.81,1.18,0.95,7.6,50,TRUE
7.93,2.86,0.79,7.96,0,TRUE
8.2,2.49,0.87,7.27,0,TRUE
8.32,1.47,0.68,7.88,0,TRUE
7.68,3.08,0.61,7.69,25,TRUE
7.9,2.84,0.56,7.95,50,TRUE
7.22,2.71,0.96,6.72,25,TRUE
8.12,4.16,0.66,7.85,50,TRUE
7.99,3.94,0.66,6.75,0,TRUE
7.64,4.09,0.83,6.91,0,TRUE
7.94,3.79,0.67,7.39,0,FALSE
6.14,3.42,0.93,6.71,25,TRUE
8.31,2.16,0.53,7.33,0,TRUE
6.51,2.02,0.89,7.39,0,TRUE
7.14,2.81,0.9,7.83,0,TRUE
7.95,4.96,0.74,7.74,25,TRUE
8.86,3.24,0.87,6.95,50,TRUE
7.78,3.92,0.64,7.52,25,TRUE
8.13,1.31,0.95,7.71,50,TRUE
7.07,1.65,0.79,6.82,50,TRUE
6.78,2.22,0.56,6.65,25,TRUE
6.89,2.41,0.71,6.67,25,TRUE
7.64,1.82,0.74,7.62,50,TRUE
13.09,2.95,0.62,7.89,50,FALSE
6.88,4.68,0.62,7.72,25,TRUE
6.66,2.03,0.87,7.25,0,TRUE
7.49,1.57,0.62,7.33,25,TRUE
6.93,3.31,0.61,7.34,0,TRUE
7.26,1.81,0.84,6.7,0,TRUE
6.74,4.01,0.9,7.39,0,TRUE
6.33,2.31,0.6,7.89,25,TRUE
7.95,4.05,0.93,7.89,50,TRUE
7.09,3.22,0.8,6.69,25,TRUE
8.37,1.64,0.81,7.1,50,TRUE
7.76,1.47,0.65,7.47,50,TRUE
8.35,4.24,0.76,6.54,50,TRUE
7.86,13.58,0.71,7.78,50,FALSE
8.01,2.12,0.82,7.6,25,TRUE
7.12,1.4,0.65,7.13,50,TRUE
8.34,3.66,0.57,8.0,0,TRUE
7.64,1.69,0.69,6.54,25,TRUE
7.12,4.61,0.71,6.64,0,TRUE
8.19,4.6,0.9,7.2,50,TRUE
8.09,4.2,0.73,7.62,0,TRUE
6.97,1.49,0.55,7.63,25,TRUE
7.54,2.84,0.95,7.84,25,TRUE
8.86,3.74,0.94,6.59,50,TRUE
7.31,4.7,0.96,6.95,0,TRUE
7.33,3.06,0.54,6.78,25,TRUE
13.14,3.31,0.85,7.83,0,FALSE
8.1,3.55,0.89,6.85,0,TRUE
6.48,2.31,0.72,7.17,25,TRUE
8.04,3.39,0.77,7.99,25,TRUE
6.51,1.33,0.97,6.8,0,TRUE
8.18,1.57,0.69,7.59,50,TRUE
6.8,4.25,0.73,7.59,25,TRUE
6.66,2.07,0.57,7.35,25,TRUE
8.19,3.73,0.62,7.77,0,TRUE
8.1,3.65,0.87,7.09,0,TRUE
6.41,4.55,0.91,6.78,25,TRUE
8.12,1.54,0.76,6.75,50,TRUE
7.34,4.75,0.98,7.58,50,TRUE
6.62,3.09,7.01,7.52,0,FALSE
7.17,3.72,0.91,7.74,50,TRUE
6.51,4.76,0.52,7.02,0,TRUE
7.91,1.62,0.9,7.23,25,TRUE
6.17,4.34,0.91,7.58,25,TRUE
6.56,2.55,0.88,7.25,25,TRUE
6.76,2.89,0.69,7.03,25,TRUE
6.93,1.22,0.74,7.97,25,TRUE
6.79,1.08,0.93,7.84,0,TRUE
7.51,1.17,0.52,7.71,50,TRUE
8.48,4.83,1.0,7.84,50,TRUE
7.07,4.59,0.83,6.88,50,TRUE
6.59,3.05,0.9,7.31,25,TRUE
7.96,3.74,0.96,14.46,25,FALSE
7.18,3.33,0.97,7.15,0,TRUE
7.61,3.04,0.95,7.13,0,TRUE
6.99,4.86,0.51,6.79,25,TRUE
7.29,3.64,0.76,7.14,25,TRUE
7.1,3.27,0.87,6.76,0,TRUE
6.7,3.45,0.94,7.04,0,TRUE
7.4,4.84,0.92,7.77,0,TRUE
8.87,1.89,0.52,7.02,50,TRUE
7.64,1.37,0.51,6.81,0,TRUE
6.86,2.23,0.95,7.45,0,TRUE
7.57,1.87,0.64,6.92,50,TRUE
7.59,3.77,0.66,6.74,25,TRUE
6.8,4.57,9.54,7.02,25,FALSE
6.25,1.32,0.99,6.77,25,TRUE
7.79,4.44,0.65,7.26,25,TRUE
6.64,4.79,0.96,6.96,0,TRUE
8.06,3.61,0.75,7.22,0,TRUE
7.97,3.36,0.99,6.69,25,TRUE
6.18,4.68,0.57,7.7,25,TRUE
8.65,4.55,0.73,7.56,50,TRUE
7.55,2.33,0.78,7.03,0,TRUE
8.07,4.77,0.63,6.63,50,TRUE
8.22,2.7,0.73,7.75,50,TRUE
8.92,2.29,0.82,7.32,50,TRUE
6.8,3.81,0.66,7.39,0,TRUE
12.93,3.67,0.55,7.05,50,FALSE
7.87,3.19,0.7,7.09,25,TRUE
6.4,4.05,0.9,6.75,25,TRUE
6.26,4.99,0.58,7.72,25,TRUE
6.94,4.81,0.88,6.8,0,TRUE
